,pollutantID,veh_type,start_tons,pollutant_name
0,1,heavy,0.012767866376084066,Total Gaseous HCs
1,1,light,6.723920592533267,Total Gaseous HCs
2,1,medium,1.4939929828858565,Total Gaseous HCs
3,1,transit,0.006471080625316458,Total Gaseous HCs
4,2,heavy,0.04414753154046377,CO
5,2,light,69.86610171026187,CO
6,2,medium,16.117411568063147,CO
7,2,transit,0.05508536009885169,CO
8,3,heavy,0.010596516245876366,NOx
9,3,light,3.811568942166224,NOx
10,3,medium,1.1512687976068339,NOx
11,3,transit,0.00488084130381683,NOx
12,5,heavy,0.004157760581876633,Methane
13,5,light,0.7788203025381486,Methane
14,5,medium,0.30145867850402547,Methane
15,5,transit,0.0015768607240464266,Methane
16,6,heavy,0.0002989371862877321,N20
17,6,light,0.2797278525246662,N20
18,6,medium,0.08632205808677512,N20
19,6,transit,0.00042317126960094835,N20
20,79,heavy,0.008607883083238628,Non-methane HCs
21,79,light,5.935008403086722,Non-methane HCs
22,79,medium,1.190783293178152,Non-methane HCs
23,79,transit,0.004885876891028996,Non-methane HCs
24,87,heavy,0.0031199182127064143,VOCs
25,87,light,3.9742229060474155,VOCs
26,87,medium,0.8387410466983642,VOCs
27,87,transit,0.003522773597911688,VOCs
28,90,heavy,1.4354498414286443,Atmospheric CO2
29,90,light,1005.7428298144165,Atmospheric CO2
30,90,medium,152.01797532410822,Atmospheric CO2
31,90,transit,0.5321871301329167,Atmospheric CO2
32,91,heavy,19522.577361310774,Total Energy
33,91,light,13989769.201522512,Total Energy
34,91,medium,2107143.6852932377,Total Energy
35,91,transit,7318.038350268524,Total Energy
36,98,heavy,1.6284776015113505,CO2 Equivalent
37,98,light,1108.5722937413163,CO2 Equivalent
38,98,medium,185.27815192519185,CO2 Equivalent
39,98,transit,0.6977134951031616,CO2 Equivalent
40,100,heavy,0.00011391910433131646,PM10 Exhaust
41,100,light,0.18196457235859753,PM10 Exhaust
42,100,medium,0.03288757858253759,PM10 Exhaust
43,100,transit,0.00014856052677277522,PM10 Exhaust
44,110,heavy,0.00010479142922844941,PM25 Exhaust
45,110,light,0.16101649312767713,PM25 Exhaust
46,110,medium,0.029139873120220844,PM25 Exhaust
47,110,transit,0.00013239750104283328,PM25 Exhaust
48,112,heavy,3.4417572577161566e-05,Elemental Carbon
49,112,light,0.08698971071855582,Elemental Carbon
50,112,medium,0.014690117182349595,Elemental Carbon
51,112,transit,5.541632274576693e-05,Elemental Carbon
52,115,heavy,2.2174487746374097e-05,Sulfate Particulate
53,115,light,0.0016869640643243306,Sulfate Particulate
54,115,medium,0.000558635698825451,Sulfate Particulate
55,115,transit,5.649845310529616e-06,Sulfate Particulate
56,118,heavy,7.037385101020194e-05,Composite NonECPM
57,118,light,0.07402681225388565,Composite NonECPM
58,118,medium,0.01444973904142983,Composite NonECPM
59,118,transit,7.698121587820111e-05,Composite NonECPM
60,119,heavy,0.0,H20 Aerosol
61,119,light,0.0,H20 Aerosol
62,119,medium,0.0,H20 Aerosol
63,119,transit,0.0,H20 Aerosol
0,PM10,heavy,0.00011391910433131646,PM10 Total
1,PM10,light,0.18196457235859753,PM10 Total
2,PM10,medium,0.03288757858253759,PM10 Total
3,PM10,transit,0.00014856052677277522,PM10 Total
0,PM25,heavy,0.00010479142922844941,PM25 Total
1,PM25,light,0.16101649312767713,PM25 Total
2,PM25,medium,0.029139873120220844,PM25 Total
3,PM25,transit,0.00013239750104283328,PM25 Total
0,PM10,heavy,0.00011391910433131646,PM10 Total
1,PM10,light,0.18196457235859753,PM10 Total
2,PM10,medium,0.03288757858253759,PM10 Total
3,PM10,transit,0.00014856052677277522,PM10 Total
0,PM25,heavy,0.00010479142922844941,PM25 Total
1,PM25,light,0.16101649312767713,PM25 Total
2,PM25,medium,0.029139873120220844,PM25 Total
3,PM25,transit,0.00013239750104283328,PM25 Total
